AttributeColumn,Match,Analyte,StdUnits
Tl_ME_MS61L_ppm,Start_sep,Tl,PPM
Tl_ME_MS61_ppm,Start_sep,Tl,PPM
Tl_MMA01MS_ppm,Start_sep,Tl,PPM
Tl_MMI_M_ppb,Start_sep,Tl,PPM
Tl_MS,Start_sep,Tl,PPM
Tl_MS61,Start_sep,Tl,PPM
Tl_MS61_ppm,Start_sep,Tl,PPM
Tl_MS81,Start_sep,Tl,PPM
Tl_MS_ppm,Start_sep,Tl,PPM
Tl_Mar01_ppm,Start_sep,Tl,PPM
Tl_Me,Start_sep,Tl,PPM
Tl_Meth,Start_sep,Tl,PPM
Tl_PPM_4A-ICPMS,Start_sep,Tl,PPM
Tl_Partial_ppm,Start_sep,Tl,PPM
Tl_Q-AR1MS_ppm_0_0_01,Start_sep,Tl,PPM
Tl_Rpt0_ICP302_ppm,Start_sep,Tl,PPM
Tl_Rpt0_ME-ICP41_ppm,Start_sep,Tl,PPM
Tl_Rpt0_ppm_ME-ICP61,Start_sep,Tl,PPM
Tl_SPICP302_ppm,Start_sep,Tl,PPM
Tl_Soil3Beam_ppm,Start_sep,Tl,PPM
Tl_TMHF_ppm,Start_sep,Tl,PPM
Tl_TMSHF_ppm,Start_sep,Tl,PPM
Tl_Total_ppm,Start_sep,Tl,PPM
Tl_UNKN_ppm,Start_sep,Tl,PPM
Tl__ppb,Start_sep,Tl,PPM
Tl_error,Confidence,NULL,NULL
Tl_pct,Start_sep,Tl,PPM
Tl_ppb,Start_sep,Tl,PPM
Tl_ppb   DL_0.5,Start_sep,Tl,PPM
Tl_ppbMEMS23,Start_sep,Tl,PPM
Tl_ppb_BES,Start_sep,Tl,PPM
Tl_ppb_BEST,Start_sep,Tl,PPM
Tl_ppb_BGMS,Start_sep,Tl,PPM
Tl_ppm,Start_sep,Tl,PPM
Tl_ppm  AQR64,Start_sep,Tl,PPM
Tl_ppm (0.02ppm),Start_sep,Tl,PPM
Tl_ppmME-ICP61,Start_sep,Tl,PPM
Tl_ppmMEICP61,Start_sep,Tl,PPM
Tl_ppm_,Start_sep,Tl,PPM
Tl_ppm_0.02_4A/MS,Start_sep,Tl,PPM
Tl_ppm_0_1,Start_sep,Tl,PPM
Tl_ppm_1FMS,Start_sep,Tl,PPM
Tl_ppm_4A_MS,Start_sep,Tl,PPM
Tl_ppm_4BTD,Start_sep,Tl,PPM
Tl_ppm_5_4A/OE,Start_sep,Tl,PPM
Tl_ppm_ARU25_MS,Start_sep,Tl,PPM
Tl_ppm_BEST,Start_sep,Tl,PPM
Tl_ppm_BESTEL,Start_sep,Tl,PPM
Tl_ppm_BEST_NAME,Start_sep,Tl,PPM
Tl_ppm_BEST_TOT,Start_sep,Tl,PPM
Tl_ppm_ICP,Start_sep,Tl,PPM
Tl_ppm_ICP302,Start_sep,Tl,PPM
Tl_ppm_ME-ICP104,Start_sep,Tl,PPM
Tl_ppm_ME-ICP61s,Start_sep,Tl,PPM
Tl_ppm_ME-MS41,Start_sep,Tl,PPM
Tl_ppm_ME-MS41L,Start_sep,Tl,PPM
Tl_ppm_ME-MS61L,Start_sep,Tl,PPM
Tl_ppm_ME-MS89L,Start_sep,Tl,PPM
Tl_ppm_MEICP41,Start_sep,Tl,PPM
Tl_ppm_MS41L,Start_sep,Tl,PPM
Tl_ppm_d,Start_sep,Tl,PPM
Tl_ppmpref,Start_sep,Tl,PPM
Tlppb,Start_Conc,Tl,PPM
Tlppm_AR25/MS,Start_Conc,Tl,PPM
Tlppm_B25/MS,Start_Conc,Tl,PPM
Tm,Exact,Tm,PPM
Tm (2),Start_sep,Tm,PPM
Tm (ppb),Start_sep,Tm,PPM
Tm (ppm),Start_sep,Tm,PPM
Tm -  ICPMS,Start_sep,Tm,PPM
Tm A/MS,Start_sep,Tm,PPM
Tm ppb 0.1 ME-MS23,Start_sep,Tm,PPM
Tm ppm,Start_sep,Tm,PPM
Tm ppm  HFICP,Start_sep,Tm,PPM
Tm ppm II,Start_sep,Tm,PPM
Tm(100),Start_sep,Tm,PPM
Tm(CS),Start_sep,Tm,PPM
Tm(S),Start_sep,Tm,PPM
Tm-ICP302-ULTRA-0_02,Start_sep,Tm,PPM
Tm-ICPMS,Start_sep,Tm,PPM
Tm-IMS40Q,Start_sep,Tm,PPM
Tm-Rp1,Start_sep,Tm,PPM
Tm-ppb_ME-MS23,Start_sep,Tm,PPM
Tm-ppm_ME-MS61r,Start_sep,Tm,PPM
Tm-ppm_ME-MS81,Start_sep,Tm,PPM
Tm1,Start_num,Tm,PPM
Tm169,Start_num,Tm,PPM
Tm2O3,Exact,Tm2O3,PPM
Tm2O3_CALC_ppm,Start_sep,Tm2O3,PPM
TmA/MSppm_01,Unmatched,NULL,NULL
TmA/MSppm_1,Unmatched,NULL,NULL
TmICP302ppm_02,Unmatched,NULL,NULL
TmICP304ppm_2,Unmatched,NULL,NULL
TmM50MSppm,Unmatched,NULL,NULL
TmM50MSppm_02,Unmatched,NULL,NULL
TmPPM,Start_Conc,Tm,PPM
TmR1,Unmatched,NULL,NULL
TmR2,Unmatched,NULL,NULL
Tm_00MXB_ppm,Start_sep,Tm,PPM
Tm_00ZZZ_ppm,Start_sep,Tm,PPM
Tm_100,Start_sep,Tm,PPM
Tm_101,Start_sep,Tm,PPM
Tm_4A/MS_ppm,Start_sep,Tm,PPM
Tm_4AMS_ppm,Start_sep,Tm,PPM
Tm_9,Start_sep,Tm,PPM
Tm_ACID,Start_sep,Tm,PPM
Tm_AQR64C_ppm,Start_sep,Tm,PPM
Tm_AQR64_ppm,Start_sep,Tm,PPM
Tm_AQR64_ppm_0_0_1,Start_sep,Tm,PPM
Tm_AQRICP_ppb_0_100,Start_sep,Tm,PPM
Tm_AQRICP_ppm_0_0_1,Start_sep,Tm,PPM
Tm_AR10MS_ppm,Start_sep,Tm,PPM
Tm_AR10_MS_ppm,Start_sep,Tm,PPM
Tm_AR25/MS_C,Start_sep,Tm,PPM
Tm_AR25/MS_F,Start_sep,Tm,PPM
Tm_AR25/MS_K,Start_sep,Tm,PPM
Tm_AR25/MS_ppm,Start_sep,Tm,PPM
Tm_AR25MS_ppm,Start_sep,Tm,PPM
Tm_AR25_ppm,Start_sep,Tm,PPM
Tm_ARU25MS_ppm,Start_sep,Tm,PPM
Tm_ATMS_ppm,Start_sep,Tm,PPM
Tm_AT_MS_p,Start_sep,Tm,PPM
Tm_AT_MS_ppm,Start_sep,Tm,PPM
Tm_B25/MS_ppb_0_10,Start_sep,Tm,PPM
Tm_B25MS_ppm,Start_sep,Tm,PPM
Tm_BVegMS_ppb,Start_sep,Tm,PPM
Tm_DXMS_ppm,Start_sep,Tm,PPM
Tm_EL_ppb,Start_sep,Tm,PPM
Tm_FB6MS_ppm,Start_sep,Tm,PPM
Tm_FP6MS_ppm,Start_sep,Tm,PPM
Tm_FSMS105_ppm,Start_sep,Tm,PPM
Tm_FUS,Start_sep,Tm,PPM
Tm_HFICPUT4_ppm,Start_sep,Tm,PPM
Tm_HFICP_ppm,Start_sep,Tm,PPM
Tm_HFICP_ppm_0_0_1,Start_sep,Tm,PPM
Tm_ICP302_ppm,Start_sep,Tm,PPM
Tm_ICP_ppm,Start_sep,Tm,PPM
Tm_IMS40Q_0#05_500_PPM,Start_sep,Tm,PPM
Tm_LA,Start_sep,Tm,PPM
Tm_LA101_ppm,Start_sep,Tm,PPM
Tm_LA_ppm,Start_sep,Tm,PPM
Tm_LTBIMS_ppm,Start_sep,Tm,PPM
Tm_MA102_ppm,Start_sep,Tm,PPM
Tm_MA4031_ppm,Start_sep,Tm,PPM
Tm_MA40MS_ppm,Start_sep,Tm,PPM
Tm_MA40_MS,Start_sep,Tm,PPM
Tm_MA40_MS_ppm,Start_sep,Tm,PPM
Tm_MA_PPM,Start_sep,Tm,PPM
Tm_ME-MS61r,Start_sep,Tm,PPM
Tm_ME-MS81_ppm,Start_sep,Tm,PPM
Tm_ME_MS85_ppm,Start_sep,Tm,PPM
Tm_MS81,Start_sep,Tm,PPM
Tm_Me,Start_sep,Tm,PPM
Tm_R,Start_sep,Tm,PPM
Tm_TMHF_ppm,Start_sep,Tm,PPM
Tm_TMSHF_ppm,Start_sep,Tm,PPM
Tm_Total_ppm,Start_sep,Tm,PPM
Tm_partial_ppm,Start_sep,Tm,PPM
Tm_ppb,Start_sep,Tm,PPM
Tm_ppbMEMS23,Start_sep,Tm,PPM
Tm_ppm,Start_sep,Tm,PPM
Tm_ppm  AQR64,Start_sep,Tm,PPM
Tm_ppm_,Start_sep,Tm,PPM
Tm_ppm_0.01_4A/MS,Start_sep,Tm,PPM
Tm_ppm_4A&4B,Start_sep,Tm,PPM
Tm_ppm_4BWR,Start_sep,Tm,PPM
Tm_ppm_ARU25_MS,Start_sep,Tm,PPM
Tm_ppm_BEST,Start_sep,Tm,PPM
Tm_ppm_BESTEL,Start_sep,Tm,PPM
Tm_ppm_BEST_NAME,Start_sep,Tm,PPM
Tm_ppm_BEST_TOT,Start_sep,Tm,PPM
Tm_ppm_ICP,Start_sep,Tm,PPM
Tm_ppm_ME-MS89L,Start_sep,Tm,PPM
Tm_ppm_d,Start_sep,Tm,PPM
Tmppm_AR25/MS,Start_Conc,Tm,PPM
Tmppm_B25/MS,Start_Conc,Tm,PPM
Topaz,Unmatched,NULL,NULL
TotC_pct_B,Unmatched,NULL,NULL
TotOrgC,Unmatched,NULL,NULL
TotOrgC_pc,Unmatched,NULL,NULL
TotSPC,Unmatched,NULL,NULL
Tot_GRAV_gm,Unmatched,NULL,NULL
Tot_S%,Unmatched,NULL,NULL
Total %,Unmatched,NULL,NULL
Total AL203,Unmatched,NULL,NULL
Total Al2O3,Unmatched,NULL,NULL
Total Au,Unmatched,NULL,NULL
Total C,Unmatched,NULL,NULL
Total CO3,Unmatched,NULL,NULL
Total Carbon,Unmatched,NULL,NULL
Total Cat,Unmatched,NULL,NULL
Total Count,Unmatched,NULL,NULL
Total Graphitic Carbon,Unmatched,NULL,NULL
Total Moisture,Unmatched,NULL,NULL
Total Moisture %,Unmatched,NULL,NULL
Total Moisture (%),Unmatched,NULL,NULL
Total Moisture (air dried),Unmatched,NULL,NULL
Total Moisture (as received),Unmatched,NULL,NULL
Total Nitrogen,Unmatched,NULL,NULL
Total Oxidisable Sulphur,Unmatched,NULL,NULL
Total Phosphorus,Unmatched,NULL,NULL
Total S,Unmatched,NULL,NULL
Total Sulfur,Unmatched,NULL,NULL
Total Sulfur %,Unmatched,NULL,NULL
Total Sulfur % (adb),Unmatched,NULL,NULL
Total Sulfur % (ar),Unmatched,NULL,NULL
Total Sulfur % (daf),Unmatched,NULL,NULL
Total Sulfur % (db),Unmatched,NULL,NULL
Total Sulfur (air dried),Unmatched,NULL,NULL
Total Sulfur (as received),Unmatched,NULL,NULL
Total Sulfur (dry),Unmatched,NULL,NULL
Total Sulphur (60% moist),Unmatched,NULL,NULL
Total Sulphur (dry),Unmatched,NULL,NULL
Total Sulphur ar (%),Unmatched,NULL,NULL
Total Sulphur as %Sulphur,Unmatched,NULL,NULL
Total Sulphur dry (%),Unmatched,NULL,NULL
Total dtr,Unmatched,NULL,NULL
Total organisc carbon,Unmatched,NULL,NULL
Total oxide in ash,Unmatched,NULL,NULL
Total%,Unmatched,NULL,NULL
Total%_XRF,Unmatched,NULL,NULL
Total(S),Unmatched,NULL,NULL
Total*,Unmatched,NULL,NULL
Total-%_ICP06,Unmatched,NULL,NULL
TotalGamma_GR135_ppm,Unmatched,NULL,NULL
TotalOx,Unmatched,NULL,NULL
TotalOx_pct,Unmatched,NULL,NULL
TotalPct,Unmatched,NULL,NULL
TotalXRF,Unmatched,NULL,NULL
Total[ppm],Unmatched,NULL,NULL
Total_%_Spec,Unmatched,NULL,NULL
Total_Assay_pct,Unmatched,NULL,NULL
Total_C,Unmatched,NULL,NULL
Total_CALC,Unmatched,NULL,NULL
Total_CALC_pct,Unmatched,NULL,NULL
Total_CONC,Unmatched,NULL,NULL
Total_DTR,Unmatched,NULL,NULL
Total_FB1XRF_pct,Unmatched,NULL,NULL
Total_FSXRF50_pct,Unmatched,NULL,NULL
Total_Fe_%,Unmatched,NULL,NULL
Total_ICP06,Unmatched,NULL,NULL
Total_Iron,Unmatched,NULL,NULL
Total_LTBICP_pct,Unmatched,NULL,NULL
Total_Moisture,Unmatched,NULL,NULL
Total_PGE,Unmatched,NULL,NULL
Total_Spec_pct_Best,Unmatched,NULL,NULL
Total_Sulphur,Unmatched,NULL,NULL
Total_TAIL,Unmatched,NULL,NULL
Total_TOT-ICP06_%,Unmatched,NULL,NULL
Total_XRF202_pct_LABJOBNO,Unmatched,NULL,NULL
Total_XRF_,Unmatched,NULL,NULL
Total_XRF_CONC_pct,Unmatched,NULL,NULL
Total_XRF_HEAD_pct,Unmatched,NULL,NULL
Total_XRF_pct,Unmatched,NULL,NULL
Total_XRFm_pct,Unmatched,NULL,NULL
Total___FB1_XRF,Unmatched,NULL,NULL
Total_cpm,Unmatched,NULL,NULL
Total_pct,Unmatched,NULL,NULL
Total_pct_,Unmatched,NULL,NULL
Total_pct_ME-XRF21n,Unmatched,NULL,NULL
Total_per,Unmatched,NULL,NULL
Total_ppm,Unmatched,NULL,NULL
Total_x,Unmatched,NULL,NULL
Totalcpm,Unmatched,NULL,NULL
Totalppm,Unmatched,NULL,NULL
Totals,Unmatched,NULL,NULL
Tourmaline,Unmatched,NULL,NULL
Tourmaline_INTERP_11,Unmatched,NULL,NULL
Trace,Unmatched,NULL,NULL
Trash,Unmatched,NULL,NULL
Trash_% of HM,Unmatched,NULL,NULL
Type,Unmatched,NULL,NULL
U,Exact,U,PPM
U    m,Start_sep,U,PPM
U  +/-,Confidence,NULL,NULL
U  ppb,Start_sep,U,PPM
U (),Start_sep,U,PPM
U (0.1),Start_sep,U,PPM
U (R),Start_sep,U,PPM
U (UT),Start_sep,U,PPM
U (ppb),Start_sep,U,PPM
U (ppm),Start_sep,U,PPM
U (rpt),Start_sep,U,PPM
U +/-,Confidence,NULL,NULL
U -  ICPMS,Start_sep,U,PPM
U -Rp1,Start_sep,U,PPM
U 1,Start_sep,U,PPM
U A/MS,Start_sep,U,PPM
U B/MS,Start_sep,U,PPM
U Concentration,Start_sep,U,PPM
U Confidance 2SD,Confidence,NULL,NULL
U Confidance 2SD 2 ?,Confidence,NULL,NULL
U Error,Confidence,NULL,NULL
U Error 1s,Confidence,NULL,NULL
U Error 2 ?,Confidence,NULL,NULL
U LOD,Start_sep,U,PPM
U MMI-M PPB,Start_sep,U,PPM
U Rpt,Start_sep,U,PPM
U Samples,Start_sep,U,PPM
U XRF,Start_sep,U,PPM
U XRF ppm,Start_sep,U,PPM
U by fused XRF,Start_sep,U,PPM
U check,Start_sep,U,PPM
U err,Confidence,NULL,NULL
U plusminus,Confidence,NULL,NULL
U ppb,Start_sep,U,PPM
U ppb MS18,Start_sep,U,PPM
U ppm,Start_sep,U,PPM
U ppm  HFICP,Start_sep,U,PPM
U ppm (Gen),Start_sep,U,PPM
U ppm 1,Start_sep,U,PPM
U ppm 1H,Start_sep,U,PPM
U ppm 2,Start_sep,U,PPM
U ppm I,Start_sep,U,PPM
U ppm II,Start_sep,U,PPM
U ppm ME-MS41,Start_sep,U,PPM
U ppm MS61,Start_sep,U,PPM
U results ppm,Start_sep,U,PPM
U(AR),Start_sep,U,PPM
U(CS),Start_sep,U,PPM
U(Fus),Start_sep,U,PPM
U(R),Start_sep,U,PPM
U(S),Start_sep,U,PPM
U(p),Start_sep,U,PPM
U(ppm),Start_sep,U,PPM
U(t),Start_sep,U,PPM
U*,Unmatched,NULL,NULL
U+/-,Confidence,NULL,NULL
U+Th,Unmatched,NULL,NULL
U-1,Start_sep,U,PPM
U-1VE-ACME-0_01,Start_sep,U,PPM
U-2,Start_sep,U,PPM
U-ICP302-ULTRA-0_1,Start_sep,U,PPM
U-ICP41-ppm,Start_sep,U,PPM
U-ICPMS,Start_sep,U,PPM
U-ME-ICP61-ppm,Start_sep,U,PPM
U-PPM,Start_sep,U,PPM
U-Rp1,Start_sep,U,PPM
U-Rp2,Start_sep,U,PPM
U-Rp3,Start_sep,U,PPM
U-ppb,Start_sep,U,PPM
U-ppb_ME-MS23,Start_sep,U,PPM
U-ppm,Start_sep,U,PPM
U-ppm_ME-MS43,Start_sep,U,PPM
U-ppm_ME-MS61r,Start_sep,U,PPM
U-ppm_ME-MS81,Start_sep,U,PPM
U/ppm,Start_sep,U,PPM
U1,Start_num,U,PPM
U1%,Unmatched,NULL,NULL
U100,Start_num,U,PPM
U101,Start_num,U,PPM
U102,Start_num,U,PPM
U1_ppm,Unmatched,NULL,NULL
U1ppb,Unmatched,NULL,NULL
U1ppm,Unmatched,NULL,NULL
U2,Start_num,U,PPM
U2/Th,Unmatched,NULL,NULL
U238,Start_num,U,PPM
U3,Start_num,U,PPM
U308,Start_num,U,PPM
U3O8,Exact,U3O8,PPM
U3O8 %,Start_sep,U3O8,PPM
U3O8 ppm,Start_sep,U3O8,PPM
U3O8 ppm 1,Start_sep,U3O8,PPM
U3O8 ppm 2,Start_sep,U3O8,PPM
U3O8%,Start_sep,U3O8,PPM
U3O8/Elmt to Ox ppm,Start_sep,U3O8,PPM
U3O8_Batch_No,Start_sep,U3O8,PPM
U3O8_CALC_ppm,Start_sep,U3O8,PPM
U3O8_XRF1_ppm,Start_sep,U3O8,PPM
U3O8_calc,Start_sep,U3O8,PPM
U3O8_calc_ppm,Start_sep,U3O8,PPM
U3O8_lbperSTon,Start_sep,U3O8,PPM
U3O8_pct,Start_sep,U3O8,PPM
U3O8_ppm,Start_sep,U3O8,PPM
U3O8_ppmConv,Start_sep,U3O8,PPM
U3O8_ppm_calc,Start_sep,U3O8,PPM
U3O8_ppmpref,Start_sep,U3O8,PPM
U3O8ppm,Start_Conc,U3O8,PPM
U:Th,Unmatched,NULL,NULL
U:V,Unmatched,NULL,NULL
UA/MSppm_01,Unmatched,NULL,NULL
UA/MSppm_1,Unmatched,NULL,NULL
UAR102,Unmatched,NULL,NULL
UAR102ppb10,Unmatched,NULL,NULL
UAR102ppm_01,Unmatched,NULL,NULL
UGN801ppm2,Unmatched,NULL,NULL
UGS201ppm,Unmatched,NULL,NULL
UICP302PPM_05,Unmatched,NULL,NULL
UICP302ppm_1,Unmatched,NULL,NULL
UICP304PPM_5,Unmatched,NULL,NULL
UM50MSppm,Unmatched,NULL,NULL
UM50MSppm_05,Unmatched,NULL,NULL
UMP_Au_FA50_ppm,Unmatched,NULL,NULL
UN701ppm2,Unmatched,NULL,NULL
UNAAPPM2,Unmatched,NULL,NULL
UNAAPPM3,Unmatched,NULL,NULL
UNAAppm,Unmatched,NULL,NULL
UNAAppm2,Unmatched,NULL,NULL
UNIT,Unmatched,NULL,NULL
UO_pct,Unmatched,NULL,NULL
UPPB,Start_Conc,U,PPM
UPPMN,Start_Conc,U,PPM
UR1,Unmatched,NULL,NULL
UR2,Unmatched,NULL,NULL
URANIUM,Exact,U,PPM
URANIUM PPM,Start_sep,U,PPM
URR,Unmatched,NULL,NULL
US_wt%,Unmatched,NULL,NULL
UT_Ag_ppb,Unmatched,NULL,NULL
UT_Au_ppb,Unmatched,NULL,NULL
U[ppm],Start_Conc,U,PPM
U_,Start_sep,U,PPM
U_%,Start_sep,U,PPM
U_+/-,Confidence,NULL,NULL
U_+1mm,Start_sep,U,PPM
U_+1mm_Chk,Start_sep,U,PPM
U_-1mm,Start_sep,U,PPM
U_-1mm_Chk,Start_sep,U,PPM
U_00MXA_ppm,Start_sep,U,PPM
U_00MXB_ppm,Start_sep,U,PPM
U_0_ULTRA_AR102_ppm_LDL0_01,Start_sep,U,PPM
U_1,Start_sep,U,PPM
U_100,Start_sep,U,PPM
U_101,Start_sep,U,PPM
U_1011,Start_sep,U,PPM
U_102,Start_sep,U,PPM
U_103,Start_sep,U,PPM
U_1?,Start_sep,U,PPM
U_1DX15_pp,Start_sep,U,PPM
U_1DX15_ppb,Start_sep,U,PPM
U_2,Start_sep,U,PPM
U_20EX1_MS_ppm,Start_sep,U,PPM
U_2SE_ppm,Start_sep,U,PPM
U_2_ppm,Start_sep,U,PPM
U_3,Start_sep,U,PPM
U_3?,Start_sep,U,PPM
U_4,Start_sep,U,PPM
U_40MXB_ppm,Start_sep,U,PPM
U_40Q0D_ppm,Start_sep,U,PPM
U_4A,Start_sep,U,PPM
U_4A/MS,Start_sep,U,PPM
U_4A/MS_ppm,Start_sep,U,PPM
U_4ABMS_ppm,Start_sep,U,PPM
U_4AMS_ppm,Start_sep,U,PPM
U_4Appm,Start_sep,U,PPM
U_4HSIMS_ppm,Start_sep,U,PPM
U_7,Start_sep,U,PPM
U_82Q0D_ppm,Start_sep,U,PPM
U_871,Start_sep,U,PPM
U_87MXB_ppm,Start_sep,U,PPM
U_87Q0D_ppm,Start_sep,U,PPM
U_9,Start_sep,U,PPM
U_A/MS_m,Start_sep,U,PPM
U_AASMA_PP,Start_sep,U,PPM
U_ACID_MS,Start_sep,U,PPM
U_AD02_SCAN_ppm,Start_sep,U,PPM
U_AD02_m,Start_sep,U,PPM
U_AMS_ppm,Start_sep,U,PPM
U_AQ201_PPB,Start_sep,U,PPM
U_AQR1_ppm,Start_sep,U,PPM
U_AQR64C_ppm,Start_sep,U,PPM
U_AQR64_PP,Start_sep,U,PPM
U_AQR64_ppm,Start_sep,U,PPM
U_AQR64_ppm_0_0_1,Start_sep,U,PPM
U_AQRICP_ppm_0_0_1,Start_sep,U,PPM
U_AQR_ICP_UT_PPM,Start_sep,U,PPM
U_AR,Start_sep,U,PPM
U_AR-ICPMS_ppb,Start_sep,U,PPM
U_AR102_ppb,Start_sep,U,PPM
U_AR102_ppm,Start_sep,U,PPM
U_AR10MS_ppm,Start_sep,U,PPM
U_AR10_MS_ppm,Start_sep,U,PPM
U_AR25/MS_C,Start_sep,U,PPM
U_AR25/MS_F,Start_sep,U,PPM
U_AR25/MS_K,Start_sep,U,PPM
U_AR25/MS_ppm,Start_sep,U,PPM
U_AR25/MS_ppm_0,Start_sep,U,PPM
U_AR25MS_ppm,Start_sep,U,PPM
U_AR25_ppm,Start_sep,U,PPM
U_ARM133_P,Start_sep,U,PPM
U_ARM1_ppm_0,Start_sep,U,PPM
U_ARU25MS_ppm,Start_sep,U,PPM
U_AR_ICPMS,Start_sep,U,PPM
U_AR_PPM,Start_sep,U,PPM
U_ATMS_ppm,Start_sep,U,PPM
U_AT_MS_pp,Start_sep,U,PPM
U_AT_MS_ppm,Start_sep,U,PPM
U_AVE,Start_sep,U,PPM
U_AVE_ppm,Start_sep,U,PPM
U_Acc,Start_sep,U,PPM
U_B25/MS_ppm_0_0_01,Start_sep,U,PPM
U_B25MS_ppm,Start_sep,U,PPM
U_BVegMS_ppb,Start_sep,U,PPM
U_CMS_ppm,Start_sep,U,PPM
U_Chk,Start_sep,U,PPM
U_DL,Start_sep,U,PPM
U_DLUnits,Start_sep,U,PPM
U_DXMS_ppm,Start_sep,U,PPM
U_EL_ppb,Start_sep,U,PPM
U_Error,Confidence,NULL,NULL
U_Errror,Confidence,NULL,NULL
U_FB6MS_ppm,Start_sep,U,PPM
U_FD,Start_sep,U,PPM
U_FD_ppm,Start_sep,U,PPM
U_FP6MS_ppm,Start_sep,U,PPM
U_FSMS105_ppm,Start_sep,U,PPM
U_FUS_MS,Start_sep,U,PPM
U_FUS_ppm,Start_sep,U,PPM
U_GR135_ppm,Start_sep,U,PPM
U_HFICPUT4_ppm,Start_sep,U,PPM
U_HFICP_ppm,Start_sep,U,PPM
U_HFICP_ppm_0_0_1,Start_sep,U,PPM
U_HFOES_PP,Start_sep,U,PPM
U_HHXRF_ppm,Start_sep,U,PPM
U_HHXppm,Start_sep,U,PPM
U_HXRF_ppm,Start_sep,U,PPM
U_IC3E_ppm,Start_sep,U,PPM
U_ICP,Start_sep,U,PPM
U_ICP302,Start_sep,U,PPM
U_ICP302_ppm,Start_sep,U,PPM
U_ICP304_ppm,Start_sep,U,PPM
U_ICP40Q_PPM_dsc,Start_sep,U,PPM
U_ICP40Q_ppm,Start_sep,U,PPM
U_ICPMSAR_,Start_sep,U,PPM
U_ICPMS_ppm,Start_sep,U,PPM
U_ICPOES_ppm,Start_sep,U,PPM
U_ICP_ppm,Start_sep,U,PPM
U_IMS40Q,Start_sep,U,PPM
U_IMS40Q_P,Start_sep,U,PPM
U_IMS40Q_PPM,Start_sep,U,PPM
U_LA,Start_sep,U,PPM
U_LA101_ppm,Start_sep,U,PPM
U_LA_ppm,Start_sep,U,PPM
U_LIMIT,Confidence,NULL,NULL
U_LPD,Start_sep,U,PPM
U_LPD_ppm,Start_sep,U,PPM
U_LTBIMS_ppm,Start_sep,U,PPM
U_LowerLimit,Confidence,NULL,NULL
U_MA-ICPMS,Start_sep,U,PPM
U_MA-ICPMS-AES_ppb,Start_sep,U,PPM
U_MA-ICPMS_ppb,Start_sep,U,PPM
U_MA-ICPOE,Start_sep,U,PPM
U_MA4031_ppm,Start_sep,U,PPM
U_MA40MS_ppm,Start_sep,U,PPM
U_MA40_MS_,Start_sep,U,PPM
U_MA40_MS_1,Start_sep,U,PPM
U_MA40_MS_ppm,Start_sep,U,PPM
U_MAICPMS_PPM,Start_sep,U,PPM
U_MAR01M_ppm,Start_sep,U,PPM
U_MDL_ppm,Start_sep,U,PPM
U_ME-MS41,Start_sep,U,PPM
U_ME-MS41_ppm,Start_sep,U,PPM
U_ME-MS61_,Start_sep,U,PPM
U_ME-MS61_ppm,Start_sep,U,PPM
U_ME-MS61r,Start_sep,U,PPM
U_ME-MS62s_ppm,Start_sep,U,PPM
U_ME-MS81_ppm,Start_sep,U,PPM
U_ME-XRF10s_pct,Start_sep,U,PPM
U_MEICP61_ppm,Start_sep,U,PPM
U_MEMS41_ppm,Start_sep,U,PPM
U_MEMS61_ppm,Start_sep,U,PPM
U_MEMS61_ppm_DSC,Start_sep,U,PPM
U_MEMS61_ppm_dsc,Start_sep,U,PPM
U_ME_ICP43_ppm,Start_sep,U,PPM
U_ME_ICP61_ppm,Start_sep,U,PPM
U_ME_MS41_ppm,Start_sep,U,PPM
U_ME_MS61L_ppm,Start_sep,U,PPM
U_ME_MS61_ppm,Start_sep,U,PPM
U_ME_MS62S_ppm,Start_sep,U,PPM
U_ME_XRF05_ppm,Start_sep,U,PPM
U_MMA01MS_ppm,Start_sep,U,PPM
U_MMI_M_ppb,Start_sep,U,PPM
U_MS,Start_sep,U,PPM
U_MS61,Start_sep,U,PPM
U_MS61_ppm,Start_sep,U,PPM
U_MS81,Start_sep,U,PPM
U_MS_ppm,Start_sep,U,PPM
U_Mar01_ppm,Start_sep,U,PPM
U_Me,Start_sep,U,PPM
U_Meth,Start_sep,U,PPM
U_N701_0,Start_sep,U,PPM
U_N702,Start_sep,U,PPM
U_NAA,Start_sep,U,PPM
U_NAA1,Start_sep,U,PPM
U_NITON1_ppm,Start_sep,U,PPM
U_NITON_ppm,Start_sep,U,PPM
U_PAR002_ppm,Start_sep,U,PPM
U_PPM_4A-ICPMS,Start_sep,U,PPM
U_PPM_ARU2,Start_sep,U,PPM
U_PPM_MA_ICPMS,Start_sep,U,PPM
U_PPM_MA_ICPOES,Start_sep,U,PPM
U_PPM_PP_XRF,Start_sep,U,PPM
U_PXRFS_ppm,Start_sep,U,PPM
U_P_ppm,Start_sep,U,PPM
U_Partial_ppm,Start_sep,U,PPM
U_Q-AR1MS_ppm_0_10,Start_sep,U,PPM
U_QAR1MS_ppm,Start_sep,U,PPM
U_Range,Start_sep,U,PPM
U_Rpt0_ICP302_ppm,Start_sep,U,PPM
U_Rpt0_ME-ICP41_ppm,Start_sep,U,PPM
U_Rpt0_PPM_UN_UN,Start_sep,U,PPM
U_Rpt0_ppm_AR102,Start_sep,U,PPM
