AttributeColumn,Match,Analyte,StdUnits
TiO2_FTIR_,Start_sep,TiO2,PCT
TiO2_FTIR_pct,Start_sep,TiO2,PCT
TiO2_Fe_Oxide,Start_sep,TiO2,PCT
TiO2_Fe_Oxide_SiO2,Start_sep,TiO2,PCT
TiO2_GF_XRF_pct,Start_sep,TiO2,PCT
TiO2_GF_XRF_percent,Start_sep,TiO2,PCT
TiO2_HEAD,Start_sep,TiO2,PCT
TiO2_ICP06,Start_sep,TiO2,PCT
TiO2_ICPOES_pct,Start_sep,TiO2,PCT
TiO2_LBFXRF_pct_BEST,Start_sep,TiO2,PCT
TiO2_LTBICP_pct,Start_sep,TiO2,PCT
TiO2_ME-ICP06_%,Start_sep,TiO2,PCT
TiO2_ME-XRF11B_pct,Start_sep,TiO2,PCT
TiO2_ME_XRF11B_pct,Start_sep,TiO2,PCT
TiO2_ME_XRF11S_pct,Start_sep,TiO2,PCT
TiO2_PCNT_AL-XRF-O,Start_sep,TiO2,PCT
TiO2_PERCENT,Start_sep,TiO2,PCT
TiO2_PPXRFa_pct,Start_sep,TiO2,PCT
TiO2_PP_XRF_pct,Start_sep,TiO2,PCT
TiO2_Perc,Start_sep,TiO2,PCT
TiO2_Rpt0_FUSOES_pct,Start_sep,TiO2,PCT
TiO2_Rpt0_X410_pct,Start_sep,TiO2,PCT
TiO2_Rpt0_XRF202_ppm,Start_sep,TiO2,PCT
TiO2_SiO2_Al2O3,Start_sep,TiO2,PCT
TiO2_TAIL,Start_sep,TiO2,PCT
TiO2_UNKN_pct,Start_sep,TiO2,PCT
TiO2_UNK_pct,Start_sep,TiO2,PCT
TiO2_UNK_ppm,Start_sep,TiO2,PCT
TiO2_XRF,Start_sep,TiO2,PCT
TiO2_XRF001_pct,Start_sep,TiO2,PCT
TiO2_XRF002_pct,Start_sep,TiO2,PCT
TiO2_XRF003_pct,Start_sep,TiO2,PCT
TiO2_XRF101_pct,Start_sep,TiO2,PCT
TiO2_XRF202,Start_sep,TiO2,PCT
TiO2_XRF202_%,Start_sep,TiO2,PCT
TiO2_XRF202_%_0,Start_sep,TiO2,PCT
TiO2_XRF202_pct,Start_sep,TiO2,PCT
TiO2_XRF78L_pct,Start_sep,TiO2,PCT
TiO2_XRF78R_pct,Start_sep,TiO2,PCT
TiO2_XRF78S_PERCENT,Start_sep,TiO2,PCT
TiO2_XRF78S_pct,Start_sep,TiO2,PCT
TiO2_XRF78_pct,Start_sep,TiO2,PCT
TiO2_XRFFS_PERCENT,Start_sep,TiO2,PCT
TiO2_XRF_CONC_pct,Start_sep,TiO2,PCT
TiO2_XRF_HEAD_pct,Start_sep,TiO2,PCT
TiO2_XRF_HIST_pct,Start_sep,TiO2,PCT
TiO2_XRF_TAIL_pct,Start_sep,TiO2,PCT
TiO2_XRF_pct,Start_sep,TiO2,PCT
TiO2_XRFm_pct,Start_sep,TiO2,PCT
TiO2___FB1_XRF,Start_sep,TiO2,PCT
TiO2_ah,Start_sep,TiO2,PCT
TiO2_calc,Start_sep,TiO2,PCT
TiO2_conc_pct,Start_sep,TiO2,PCT
TiO2_head_pct,Start_sep,TiO2,PCT
TiO2_pc,Start_sep,TiO2,PCT
TiO2_pct,Start_sep,TiO2,PCT
TiO2_pct_4A&4B,Start_sep,TiO2,PCT
TiO2_pct_4AWR,Start_sep,TiO2,PCT
TiO2_pct_B,Start_sep,TiO2,PCT
TiO2_pct_BEST,Start_sep,TiO2,PCT
TiO2_pct_BEST_TOT,Start_sep,TiO2,PCT
TiO2_pct_C,Start_sep,TiO2,PCT
TiO2_pct_H,Start_sep,TiO2,PCT
TiO2_pct_ME-XRF21n,Start_sep,TiO2,PCT
TiO2_pctpref,Start_sep,TiO2,PCT
TiO2_per,Start_sep,TiO2,PCT
TiO2_ppm,Start_sep,TiO2,PCT
TiO2_ppm_B,Start_sep,TiO2,PCT
TiO2_ppm_t,Start_sep,TiO2,PCT
TiO2_unknown,Start_sep,TiO2,PCT
TiO2_wt,Start_sep,TiO2,PCT
TiO2_x,Start_sep,TiO2,PCT
TiO2percent,Unmatched,NULL,NULL
TiO3,Start_num,TiO,PCT
TiO?_high_Si,Unmatched,NULL,NULL
TiO?_low_Si,Unmatched,NULL,NULL
TiO?_medium_Si,Unmatched,NULL,NULL
TiO_100,Start_sep,TiO,PCT
TiO_101,Start_sep,TiO,PCT
TiO_pct,Start_sep,TiO,PCT
TiPPM,Start_Conc,Ti,PPM
TiR1,Unmatched,NULL,NULL
TiR2,Unmatched,NULL,NULL
TiXRF204ppm10,Unmatched,NULL,NULL
Ti_,Start_sep,Ti,PPM
Ti_%,Start_sep,Ti,PPM
Ti_%  AQR64,Start_sep,Ti,PPM
Ti_% (0.005%),Start_sep,Ti,PPM
Ti_%_ICP,Start_sep,Ti,PPM
Ti_%_ME-ICP82,Start_sep,Ti,PPM
Ti_%_ME-MS41,Start_sep,Ti,PPM
